x y z ERate TensileFailure FailureType AmountRemoved cohesion friction tension strength_stress diff_stress model group
4775.62 124.964 158.577 0 6 0 0 868514 44.4428 64263.4 2.40772 2.49426e+06 868514 ZonesAtSurface
4825.56 124.968 118.612 0 7 0 0 621089 29.4498 122990 2.17655 1.06757e+06 621089 ZonesAtSurface
4875.2 124.988 -21.4612 0 0 1 2 1.10863e+06 41.7877 138521 1.63314 1.44667e+07 1.10863e+06 ZonesAtSurface
4925.12 124.99 -11.4139 0 0 1 1 1.36078e+06 43.8655 143375 1.30839 1.2927e+07 1.36078e+06 ZonesAtSurface
74.8823 174.986 -32.9194 0 0 1 1 1.26573e+06 15.3886 64320.7 1.08226 6.96902e+06 1.26573e+06 ZonesAtSurface
124.767 174.983 -7.91282 0 0 1 1 1.24975e+06 22.8525 93156.6 1.04427 4.10285e+06 1.24975e+06 ZonesAtSurface
174.729 174.982 -32.9519 0 0 1 2 562797 28.6592 91117 1.00611 9.00826e+06 562797 ZonesAtSurface
224.651 174.982 -7.93791 0 0 1 2 826196 18.2013 128723 1.01845 4.99098e+06 826196 ZonesAtSurface
274.629 174.983 -32.9631 0 0 1 3 1.41576e+06 18.2714 98385.8 1.00141 8.37695e+06 1.41576e+06 ZonesAtSurface
324.567 174.984 -7.96084 0 0 1 3 635089 30.2196 92516.5 1.03152 8.94564e+06 635089 ZonesAtSurface
374.515 174.984 17.0356 0 0 1 3 922204 28.5229 110499 1.14446 8.38662e+06 922204 ZonesAtSurface
424.402 174.98 142.039 0 0 2 1 820089 32.7385 101838 1.11122 3.65147e+06 820089 ZonesAtSurface
474.378 174.977 217.031 0 4 0 0 1.29489e+06 29.6164 86811.4 1.64699 2.72481e+06 1.29489e+06 ZonesAtSurface
524.372 174.977 242.017 0 0 0 0 656420 40.643 96528 1.74086 2.62764e+06 656420 ZonesAtSurface
574.367 174.977 267.001 0 0 0 0 640071 24.3677 149680 1.33667 2.06786e+06 640071 ZonesAtSurface
624.364 174.978 291.985 0 0 0 0 718680 16.4538 62013.4 1.3524 1.64783e+06 718680 ZonesAtSurface
674.364 174.978 316.968 0 0 0 0 967525 30.6472 115123 3.53241 1.43142e+06 967525 ZonesAtSurface
724.358 174.98 291.948 0 0 1 1 1.12811e+06 15.3312 97821.7 1.48695 2.48275e+06 1.12811e+06 ZonesAtSurface
774.372 174.974 366.926 0 9 0 0 1.29711e+06 15.4096 106868 2.8991 1.30066e+06 1.29711e+06 ZonesAtSurface
824.385 174.973 391.902 0 6 0 0 627274 22.4231 129325 2.03882 971675 627274 ZonesAtSurface
874.403 174.972 416.877 0 0 0 0 939501 40.3967 58839.1 4.71618 1.08081e+06 939501 ZonesAtSurface
924.424 174.971 441.851 0 0 0 0 1.17652e+06 31.7337 83720 3.63136 1.3476e+06 1.17652e+06 ZonesAtSurface
974.421 174.977 416.825 0 0 2 1 886324 42.7186 60855.2 3.63789 1.80847e+06 886324 ZonesAtSurface
1024.47 174.972 491.796 0 10 0 0 913884 43.0993 133276 3.79627 1.27617e+06 913884 ZonesAtSurface
1074.5 174.973 516.768 0 7 0 0 823408 35.1327 136510 4.09618 846577 823408 ZonesAtSurface
1124.53 174.975 541.739 0 0 0 0 586131 24.6321 82179.5 2.64616 942127 586131 ZonesAtSurface
